r,State,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
p06107,CA,34.78776509,49.08618598,68.00513852,88.13442686,107.8217113,129.437809,153.8528307,179.336241,211.4097302,247.5219227
p06111,CA,55.26711942,73.71968672,96.54429522,122.0546847,145.7778098,177.5498148,213.8827317,256.4163808,310.4825407,367.5792991
p06073,CA,269.9292159,381.1744453,528.4802289,678.4557266,822.555743,960.0762088,1110.596453,1271.303607,1471.826075,1719.29503
p08001,CO,19.53797412,22.13209815,23.8007414,27.6645571,30.17397122,32.09764415,37.22021126,58.20889694,68.69351056,86.48514275
p08005,CO,21.87313355,25.19354613,27.57881434,31.52283744,33.79892332,36.5682538,43.14129724,67.83324799,80.49211869,103.2550657
p08013,CO,12.98160696,14.56866273,15.50768328,17.85428555,19.28681804,20.06457157,22.72488756,35.43635029,41.69429138,52.97514968
p08014,CO,2.433504942,2.672067677,2.774855827,3.140053033,3.33158306,3.574895679,4.182499311,6.69095181,8.077477468,10.38957738
p08019,CO,0.32672563,0.367578648,0.392342252,0.445063799,0.473430865,0.508604883,0.595760771,0.976941992,1.20761986,1.53881887
p08031,CO,31.18754582,34.26742432,35.61268264,39.94321093,41.97900057,44.49454426,51.40281762,80.77755668,95.79707944,121.4142938
p08035,CO,11.94023731,15.32354032,18.57730401,22.32695209,25.15507705,28.21567621,34.46586389,54.89915394,65.99460175,82.54845567
p08037,CO,2.093666578,2.209733804,2.187358879,2.492547001,2.664036757,2.762289166,3.117282095,4.925654363,5.873976465,7.454139278
p08045,CO,1.821577341,2.11232408,2.328642747,2.713080714,2.966189294,3.210843067,3.78989068,5.955799507,7.063360455,9.219942166
p08047,CO,0.29612925,0.360418434,0.416736589,0.525998744,0.619237031,0.691001601,0.839999862,1.302128741,1.522695175,1.940091565
p08049,CO,0.778022236,0.788202496,0.738945123,0.702695205,0.59552157,0.582374818,0.614021638,0.939253807,1.083008079,1.339089141
p08057,CO,0.062285488,0.063009448,0.058952981,0.056024468,0.047430921,0.046295344,0.048695644,0.074582562,0.086113832,0.106329877
p08059,CO,21.49395698,25.40648271,28.55763711,34.20842715,38.42168146,40.0718012,45.50836207,71.77330424,85.42998714,107.676576
p08065,CO,0.276460148,0.347462637,0.413687297,0.495680317,0.556874152,0.596310502,0.696195538,1.131059981,1.385926148,1.842151241
p08069,CO,13.18922526,13.87521035,13.67810801,14.86806831,15.08918149,15.53681241,17.39956235,26.92841523,31.4366143,39.54375947
p08075,CO,1.189980638,1.648405353,2.123323744,2.588342427,2.954770739,3.187571924,3.7495646,5.763206079,6.679394073,8.247445663
p08077,CO,6.919152802,8.901838041,10.81482271,13.13949696,14.95391553,16.75100627,20.43619229,32.06662848,37.97113451,47.72484078
p08081,CO,0.448018422,0.462203441,0.444180218,0.44749817,0.412824687,0.420669962,0.465652097,0.720058169,0.839863141,1.046201867
p08087,CO,1.306902519,1.674731596,2.027779258,2.464384344,2.805451171,3.142622186,3.834021108,6.06153069,7.232548807,8.977545944
p08093,CO,0.977991434,1.269151024,1.553106118,1.874108312,2.11945951,2.332297537,2.797716931,4.54507763,5.569032189,7.24271733
p08095,CO,0.18904192,0.249692907,0.310011365,0.373421421,0.421608191,0.466385669,0.562282516,0.874979974,1.027287364,1.26845289
p08097,CO,0.678584,0.719153268,0.715567217,0.902962612,1.062803982,1.076687397,1.183912849,1.849932265,2.181212716,2.770325005
p08103,CO,0.26553287,0.300227644,0.322208534,0.354389775,0.364515415,0.399382044,0.477065139,0.733332245,0.84999418,1.077668444
p08107,CO,0.798784065,0.817213111,0.776553059,0.745893136,0.642074141,0.63561408,0.680217279,1.051429901,1.22585573,1.532594257
p08115,CO,0.140961894,0.178741275,0.214466879,0.249865359,0.273166974,0.311271956,0.385760806,0.6305311,0.777050698,0.981485564
p08117,CO,1.381208014,1.395369621,1.303064165,1.244530609,1.061925631,1.039117664,1.096412863,1.681041598,1.943133298,2.407252194
p08119,CO,1.931942854,2.723107081,3.552425316,4.337605456,4.959166347,5.421191645,6.461303284,10.57343342,13.04472593,16.38228486
p08121,CO,0.185763736,0.226910606,0.263255553,0.310425939,0.343435006,0.377659446,0.452717317,0.710666658,0.841889349,1.092121801
p08123,CO,10.86390037,12.61398814,13.92408424,16.49550787,18.33205116,19.43693562,22.46238761,35.14037307,41.48356577,52.46606481
p08125,CO,0.29066561,0.31776432,0.328307118,0.41542865,0.490119522,0.50537297,0.566847733,0.876050273,1.02120874,1.455411214
p08003,CO,1.171404265,1.521874081,1.864133914,2.201888954,2.440057406,2.728249796,3.322716844,5.334584929,6.462589836,8.180323742
p08007,CO,0.688418551,0.846423031,0.987970646,1.143133382,1.241109112,1.363106827,1.632064949,2.570974818,3.056534494,4.054162204
p08009,CO,0.349672915,0.48898152,0.63425276,0.770000633,0.875715347,0.976797391,1.186956326,1.884136516,2.25719551,2.82378504
p08011,CO,0.251327408,0.3362715,0.421818743,0.511670056,0.581467963,0.661221222,0.817934648,1.314336888,1.593612449,2.021542128
p08015,CO,1.490480799,1.941599756,2.383530005,2.890561098,3.284152138,3.707945185,4.556847076,7.343819218,8.929497855,11.27711831
p08017,CO,0.111458242,0.144123613,0.175842512,0.20808589,0.231006155,0.25589194,0.308912993,0.492965251,0.593678891,0.744058078
p08021,CO,0.409772947,0.520334584,0.625104884,0.731308092,0.802812264,0.928016025,1.164891113,1.925172117,2.397003849,3.031271471
p08023,CO,0.257883775,0.345122626,0.432999481,0.521394304,0.588494767,0.69631,0.891738984,1.48976712,1.873229128,2.407161939
p08025,CO,0.177021913,0.240340175,0.304929212,0.371267245,0.423364892,0.509913992,0.662717282,1.134657316,1.457856525,1.857585335
p08027,CO,0.487356625,0.624090867,0.755208014,0.910759913,1.029426666,1.242174626,1.61684756,2.822190976,3.685672021,4.808369468
p08029,CO,1.17358972,1.212684378,1.167878881,1.300117044,1.355294664,1.380023823,1.526304096,2.361344704,2.755642633,3.43313217
p08033,CO,0.110365514,0.137133849,0.161612482,0.192164479,0.214317497,0.240415217,0.293695604,0.460994067,0.546063007,0.712782396
p08039,CO,1.161569714,1.614431914,2.084699377,2.553799337,2.928420227,3.290088875,4.024999337,6.36405622,7.594226903,9.475499268
p08041,CO,32.05844992,38.9974817,45.06853749,52.29087631,56.9311594,61.92778824,73.45053138,116.4324465,139.2946958,174.2183389
p08043,CO,2.513274075,3.325548269,4.134840111,4.996626029,5.658333264,6.528302953,8.180868218,13.19035829,16.04553971,20.02947377
p08051,CO,0.886202294,1.132997427,1.369132161,1.596161859,1.746160591,2.022676112,2.543586538,4.257421616,5.362358991,6.914142997
p08053,CO,0.101623691,0.125634516,0.147382452,0.168604667,0.180940182,0.212364836,0.270108651,0.471997581,0.616980281,0.818693834
p08055,CO,0.627225791,0.859297768,1.097745162,1.334873595,1.520424539,1.718669416,2.114456174,3.387798776,4.095979105,5.205537641
p08061,CO,0.201061926,0.226864691,0.242926939,0.276481908,0.295125734,0.326695762,0.39413037,0.629949716,0.759827932,0.953492848
p08063,CO,0.374805656,0.467538458,0.552938304,0.658345771,0.735179283,0.811443579,0.976195491,1.539666906,1.832704972,2.293526073
p08067,CO,3.221361728,4.278750421,5.336261205,6.207721623,6.776473321,6.94882608,7.746411768,11.94684953,13.89573322,17.18112722
p08071,CO,1.472997154,2.121658333,2.810430901,3.340866001,3.725084038,4.188652149,5.128260025,8.157773751,9.79367549,12.18333965
p08073,CO,0.312520168,0.404982262,0.495001754,0.587234125,0.653492696,0.732752077,0.894782461,1.438760809,1.745578035,2.182276124
p08079,CO,0.09178914,0.113944211,0.134168853,0.154882984,0.167764926,0.200078463,0.25793474,0.461936587,0.615967177,0.837011595
p08083,CO,1.544024465,1.831298629,2.065387194,2.315818224,2.433030603,2.68251645,3.223803817,5.20286823,6.334938744,8.021482292
p08085,CO,1.480646249,1.614445518,1.662880635,1.792072175,1.800618316,1.839881398,2.042934446,3.172630044,3.717078243,4.848983166
p08089,CO,0.82173135,0.992553064,1.139418821,1.30526016,1.402725586,1.540506357,1.844347522,3.040013607,3.775838269,4.957617462
p08091,CO,0.409772947,0.545716739,0.682025004,0.835999886,0.959158635,1.135789362,1.455543239,2.396898846,2.974473077,3.7381919
p08099,CO,0.856698641,1.228010058,1.621206976,2.002997113,2.314453299,2.600002046,3.180434259,5.007017671,5.948946155,7.426850528
p08101,CO,9.548256031,12.14383441,14.60915853,17.59942063,19.87267776,23.05481254,29.03097348,47.64411408,58.93833302,74.18789704
p08105,CO,0.593351227,0.7962678,1.001184245,1.196655152,1.341241058,1.59757218,2.057390966,3.535938567,4.557954487,5.89215532
p08109,CO,0.40321658,0.538225371,0.673893558,0.820010147,0.934564824,1.086039088,1.369564992,2.200385358,2.667502593,3.349984333
p08111,CO,0.056821849,0.076105426,0.095544486,0.115515641,0.130874209,0.154644975,0.197826054,0.32575157,0.40422846,0.51074387
p08113,CO,0.606463962,0.793573678,0.977806339,1.170182674,1.313133845,1.528825985,1.931086639,3.168452241,3.918685921,4.971946662
p09110,CT,31.47008395,53.83652746,78.8093716,99.05871022,124.1229809,152.3880736,180.3520841,211.0413199,236.9084764,291.43651
p09120,CT,10.50169732,17.96547214,26.29901363,33.05630177,41.42035268,50.85253114,60.18423724,70.42536233,79.05733954,97.25357016
p09130,CT,5.616273095,9.607875251,14.06462576,17.67840117,22.15146801,27.19576595,32.18633159,37.66325151,42.27960446,52.01088858
p09140,CT,14.51820698,24.83659879,36.35741077,45.69911095,57.26210106,70.30173789,83.20247541,97.36045093,109.2938392,134.449453
p09150,CT,3.073614045,5.258095504,7.697138394,9.674846863,12.12281918,14.88340876,17.61459231,20.61194263,23.13833104,28.46396444
p09160,CT,3.626618292,6.204131377,9.082006553,11.41554408,14.30395527,17.56122977,20.78380751,24.32044072,27.30137661,33.58519729
p09170,CT,18.39007484,31.4602837,46.05358677,57.88662963,72.53335934,89.05054342,105.3917851,123.3255582,138.4414677,170.3058448
p09180,CT,9.03987065,15.46469483,22.63821496,28.45489476,35.65467742,43.77390526,51.80664639,60.62221622,68.05263008,83.71596203
p09190,CT,20.00386083,34.22102097,50.09493156,62.96636055,78.89838612,96.86500423,114.6402404,134.1477576,150.590135,185.2507097
p10001,DE,11.52241729,13.73463508,13.0198411,18.08121486,21.18106005,22.95910091,23.08078212,25.95946735,29.15120533,33.75786909
p10003,DE,26.27343625,29.13865787,25.60814639,32.92189016,35.66299414,37.91720416,37.36315216,41.804046,46.69184726,53.16190642
p10005,DE,13.80074646,17.85110706,18.21671252,25.42489498,29.92284581,33.90079493,35.57726572,41.53028665,48.37994741,56.20892449
p12005,FL,1.309296431,1.716289397,2.041045256,3.001832833,4.460032918,8.107368848,13.30668739,20.78646262,31.5524314,45.55294601
p12013,FL,0.228062128,0.265319831,0.270649553,0.336211603,0.410267128,0.651001087,0.924662601,1.369960996,1.97135295,2.857878751
p12033,FL,2.659808909,3.957579111,5.334775831,7.709304041,11.2568915,20.12785973,32.52804516,49.12922176,72.13016523,104.9755055
p12045,FL,0.086553699,0.124932414,0.163879546,0.233953798,0.337397298,0.633529663,1.070495102,1.860017341,3.096145689,4.50789654
p12059,FL,0.028851233,0.057880361,0.095596402,0.159248373,0.26352925,0.567682831,1.066268073,1.552914884,2.193507604,3.793173591
p12063,FL,0.42864689,0.550956546,0.640620044,0.890258494,1.247771072,1.875826283,2.483379556,3.285600257,4.124958989,7.118509638
p12091,FL,1.346390873,2.08394304,2.903895897,4.430733744,6.813828267,13.20048849,22.90204329,35.93490697,54.77837696,78.83041591
p12113,FL,1.012540892,1.558342556,2.161471892,3.32629285,5.154791851,9.596597084,16.09441304,25.45395704,39.09167017,56.63309222
p12131,FL,0.3201113,0.473766073,0.635653997,0.939479953,1.402494684,2.812486653,5.015369946,7.991192962,12.35762224,19.18988821
p12133,FL,0.042589915,0.072814264,0.109253031,0.169827501,0.265525684,0.538983817,0.970103163,1.416288417,2.005862411,3.559367476
p12001,FL,1.482403829,2.1024401,2.712703093,4.087360211,6.213899936,10.13947582,14.88759625,20.44381291,26.94757522,38.6716591
p12003,FL,0.087927567,0.11014038,0.124151171,0.155407286,0.191657637,0.265057529,0.308573119,0.394720005,0.472348245,0.685116262
p12007,FL,0.057702466,0.061639978,0.054626515,0.070941856,0.091835951,0.130379939,0.158513589,0.220556622,0.295487258,0.491583511
p12015,FL,0.601754288,0.748176649,0.835537383,1.305850059,2.051335642,3.300167373,4.765975233,7.383910235,11.11959533,16.87123672
p12017,FL,0.98231579,1.533950485,2.15278131,3.406551985,5.408338932,10.43891188,18.05575451,29.13079717,45.5632725,66.40381891
p12019,FL,0.465741333,0.519592698,0.496604685,0.579713461,0.643849873,0.942970209,1.20258976,1.590242881,1.995078204,3.031246444
p12021,FL,1.05238307,1.270087512,1.364421373,2.059581619,3.136397365,5.121213249,7.525168434,11.65530461,17.54698241,25.50585651
p12023,FL,0.315989695,0.354795927,0.342657233,0.418728034,0.499108429,0.700819646,0.836951748,1.039024993,1.187341137,1.754687899
p12027,FL,0.087927567,0.094396163,0.084422796,0.101737562,0.118787806,0.167967279,0.202897394,0.274790061,0.355878815,0.515205753
p12029,FL,0.1167788,0.169496762,0.223472108,0.316673441,0.453190453,0.818284632,1.334684417,2.279649014,3.743198079,5.734479871
p12031,FL,4.992637178,6.229738626,6.988469432,9.562785174,13.1754643,18.23889457,21.26829657,26.75829937,31.22674837,45.28427749
p12035,FL,0.221192786,0.250226774,0.244577807,0.301299676,0.363350936,0.519036399,0.637224627,0.889367764,1.195968502,1.847096544
p12037,FL,0.104413986,0.154039021,0.206090944,0.29283086,0.420249297,0.801225889,1.371670921,2.494146303,4.296427873,6.519296276
p12039,FL,0.46024586,0.681098241,0.913752621,1.275297007,1.795792126,2.478188271,2.874379742,3.449937045,3.725943349,5.431931621
p12041,FL,0.049459257,0.067243037,0.083181285,0.111401898,0.149732529,0.251527252,0.38148937,0.537186286,0.730090781,1.188057429
p12043,FL,0.067319544,0.098809678,0.131600242,0.179207969,0.245561347,0.423530897,0.660473286,1.131491745,1.862432464,2.791360248
p12047,FL,0.030225101,0.035708226,0.037245351,0.043691496,0.048912626,0.068808786,0.082427066,0.105438906,0.126175216,0.185112127
p12049,FL,0.149751638,0.23662976,0.335208163,0.490685945,0.725703655,1.37574834,2.343887598,4.247145149,7.297672544,10.82377717
p12051,FL,0.233557601,0.316853219,0.39107619,0.546851796,0.771621631,1.261963215,1.857779259,2.932261711,4.494857273,6.787489207
p12053,FL,0.392926316,0.445510681,0.437012123,0.523574495,0.605917632,0.967718308,1.385408765,2.164098175,3.284869302,5.259772798
p12055,FL,0.799591315,1.253804053,1.765429656,2.66747456,4.065737259,7.943010556,13.8752228,23.5867416,38.58049878,56.16015815
p12057,FL,3.598160916,3.972739263,3.731984209,4.683293041,5.795647073,8.621751303,11.2470675,15.74136503,21.23949472,31.82940038
p12065,FL,0.057702466,0.059179944,0.048418957,0.053152621,0.052905493,0.07196121,0.081370309,0.101001192,0.11539101,0.163234225
p12067,FL,0.013738682,0.018869957,0.023588723,0.033453146,0.047914409,0.086336355,0.140548715,0.201025332,0.278232528,0.489985029
p12069,FL,2.156973134,3.36602884,4.721469044,7.204154616,11.0792089,20.60361917,34.52108935,55.38833496,86.20031946,126.6240277
p12071,FL,2.276499671,2.753171174,2.965971482,4.530247173,6.973542965,11.37692778,16.7009917,25.11930641,36.72130158,55.39687545
p12073,FL,2.00447376,3.134874816,4.404883558,5.829697111,7.725200258,10.52828395,11.9466408,14.19472634,15.05798755,21.71336198
p12075,FL,0.304998749,0.443611791,0.585993529,0.797506851,1.092049242,1.744852961,2.499230915,3.800896931,5.619650011,9.353601034
p12077,FL,0.041216047,0.070878068,0.106770007,0.122022924,0.130766408,0.177759084,0.200783879,0.240864118,0.259899377,0.372073306
p12079,FL,0.07831049,0.092158944,0.095596402,0.117673467,0.141746794,0.232844687,0.344502866,0.551048041,0.855187576,1.429037845
p12081,FL,1.27907133,1.631380494,1.879648733,2.830337062,4.300318221,7.682199491,12.40421669,19.22723998,28.96853552,42.22589486
p12083,FL,3.397576153,5.832744076,8.776246299,11.52332503,15.12298539,24.71879456,36.36513076,53.00847009,74.94699997,109.8255738
p12087,FL,0.733645639,1.219907438,1.795225937,2.058630121,2.219036074,3.254932215,4.160453325,5.818433332,7.843353393,11.94154194
p12089,FL,1.191143763,2.03833923,3.060326372,3.593676329,4.029801453,6.101135966,8.156052517,10.81098056,13.60751177,19.44442606
p12093,FL,0.092049172,0.098728732,0.088147332,0.114660237,0.148734312,0.212518764,0.261019043,0.367835131,0.500387182,0.721837379
p12095,FL,5.984570046,9.170605661,12.67459308,19.73530841,30.90179925,58.70416241,100.1932691,157.2298144,239.7059502,346.1849605
p12097,FL,1.776411632,3.020109057,4.514136588,7.19906287,11.50444928,22.65567329,39.83023781,61.8511208,93.3513268,135.9408741
p12101,FL,2.894740378,4.626677347,6.612291383,10.09881805,15.5442329,26.88779356,42.05471184,66.38716619,101.7781058,149.0020679
p12103,FL,6.727832763,10.83900046,15.58469653,24.51336363,38.71983367,75.33410646,131.1583703,209.4531755,324.5733417,468.3090409
p12105,FL,3.496494666,5.358125767,7.405617368,11.23878678,17.19927645,31.27200856,51.33832435,78.56225942,116.8792301,168.3511943
p12107,FL,0.193715422,0.210518833,0.192434316,0.23522438,0.280498937,0.397505711,0.48188131,0.664334788,0.879991251,1.341243886
p12109,FL,0.590763342,0.645109873,0.594684111,0.76393429,0.97525787,1.400323132,1.733081903,2.374847738,3.122027784,4.881514698
p12115,FL,1.629407731,2.01637708,2.238445618,3.391280168,5.181743706,8.999241006,14.13307157,21.06735232,30.51175547,43.95716937
p12117,FL,2.210553995,3.24178575,4.314253203,6.511339191,9.914289826,16.48183434,24.71438199,38.42475268,58.06216784,84.44332767
p12119,FL,0.759749136,1.335416253,2.041045256,3.324890295,5.406342499,9.773120621,15.95809135,24.2276372,35.75827194,53.21338272
p12121,FL,0.145630033,0.171780358,0.178777687,0.220896695,0.267522118,0.372457253,0.438554262,0.547374638,0.630876081,0.957936648
p12123,FL,0.075562753,0.09468264,0.106770007,0.136335596,0.172691516,0.295998154,0.45863265,0.805229553,1.351261075,2.236750324
p12125,FL,0.019234155,0.020710662,0.018622676,0.020312247,0.019964337,0.028139836,0.033816232,0.046887496,0.062548398,0.08995374
p12127,FL,2.020960178,2.575081149,2.963488459,4.239127166,6.126056853,11.24065306,18.60843856,29.06720292,44.12034567,63.91304321
p12129,FL,0.193715422,0.265623591,0.331483627,0.475377825,0.688769631,1.187601665,1.851438716,2.993493757,4.691129831,6.945201529
p12009,FL,1.670623778,2.019358213,2.173887009,3.114125776,4.50694911,7.591008802,11.5461298,16.97255058,24.21809256,37.53006837
p12011,FL,4.510409426,5.111263649,5.009499762,6.767470036,9.188586171,14.44739075,20.28973935,28.64113216,39.03990598,61.89528563
p12061,FL,0.431394627,0.513992377,0.542540619,0.766355355,1.093047459,1.74338297,2.491833614,3.69504444,5.322005912,8.6595596
p12085,FL,0.438263968,0.492676932,0.476740498,0.63108713,0.836505726,1.207226812,1.505879093,2.115981815,2.868598931,4.586290016
p12086,FL,6.053263458,6.72767653,6.390060787,8.169460962,10.36448563,16.1179408,22.32294032,31.73389253,43.61348796,66.01642539
